SMILES,xtbS1,xtbT1
N#C[C@H]1[C@H]2[C@H]3C[N@@]1[C@@H]23,6.531,6.529
N#C[C@H]1[C@H]2[C@H]3N[C@@H]1[C@@H]23,5.496,5.492
N#C[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@H]23,5.812,5.811
N#C[C@H]1[C@H]2C[C@@H]3[C@H]2[N@]13,6.509,6.503
O=C[C@H]1[C@H]2[C@H]3[C@@H]1C[N@@]23,4.499,4.499
O=C[C@H]1[C@H]2[C@H]3C[C@@H]1[C@@H]23,4.239,4.236
O=C[C@H]1[C@H]2[C@H]3C[C@@H]1[N@@]23,4.293,4.291
O=C[C@H]1[C@H]2[C@H]3C[N@@]1[C@@H]23,4.275,4.273
O=C[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@H]23,4.275,4.276
O=C[C@H]1[C@H]2C[C@@H]3[C@H]2[N@]13,4.254,4.253
O=CN1[C@H]2[C@H]3C[C@@H]1[C@@H]23,5.417,5.194
CC[C@H]1[C@H]2[C@H]3[C@@H]1C[N@@]23,6.627,6.619
CC[C@H]1[C@H]2[C@H]3C[C@@H]1[C@@H]23,6.499,6.499
CC[C@H]1[C@H]2[C@H]3C[C@@H]1[N@@]23,6.871,6.862
CC[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@H]23,5.974,5.971
CC[C@H]1[C@H]2C[C@@H]3[C@H]2[N@]13,6.565,6.559
CO[C@H]1[C@H]2[C@H]3[C@@H]1C[N@@]23,6.57,6.562
CO[C@H]1[C@H]2[C@H]3C[C@@H]1[C@@H]23,6.368,6.366
CO[C@H]1[C@H]2[C@H]3C[C@@H]1[N@@]23,6.664,6.658
CO[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@H]23,5.897,5.895
OC[C@H]1[C@H]2[C@H]3[C@@H]1C[N@@]23,6.6,6.592
OC[C@H]1[C@H]2[C@H]3C[C@@H]1[C@@H]23,6.431,6.43
OC[C@H]1[C@H]2[C@H]3C[C@@H]1[N@@]23,6.735,6.724
OC[C@H]1[C@H]2[C@H]3C[N@@]1[C@@H]23,6.532,6.531
OC[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@H]23,5.972,5.969
OC[C@H]1[C@H]2C[C@@H]3[C@H]2[N@]13,6.563,6.556
C[C@H]1[C@H]2[C@@H]3C=C[C@H]2[C@H]13,5.777,4.5
C[C@H]1[C@H]2[C@@H]3C=C[C@H]2[N@]13,5.109,4.305
O[C@H]1[C@H]2[C@@H]3C=C[C@H]2[C@H]13,5.822,4.51
C[C@H]1[C@H]2[C@@H]3CC[C@H]2[C@H]13,7.718,7.709
C[C@H]1[C@H]2[C@@H]3CO[C@H]2[C@H]13,6.375,6.374
CN1[C@H]2[C@@H]3CO[C@H]2[C@H]13,6.037,6.014
O[C@H]1[C@H]2[C@@H]3CC[C@H]2[C@H]13,6.913,6.909
O[C@H]1[C@H]2[C@@H]3CC[N@]2[C@H]13,6.689,6.683
O[C@H]1[C@H]2[C@@H]3CO[C@H]2[C@H]13,6.317,6.316
C1[C@H]2[C@@H]1[C@@H]1C[C@H]2C=C1,6.232,5.116
C1[C@H]2[C@@H]1[C@@H]1O[C@H]2C=C1,6.39,5.115
C1[C@H]2C=C[C@@H]1[C@H]1O[C@@H]21,5.92,4.929
N1[C@H]2[C@@H]1[C@@H]1O[C@H]2C=C1,5.625,5.088
N1[C@H]2C=C[C@@H]1[C@H]1O[C@@H]21,5.341,4.871
O1[C@H]2[C@@H]1[C@@H]1O[C@H]2C=C1,5.756,5.168
C1[C@H]2[C@@H]1[C@@H]1C[C@H]2CO1,6.596,6.595
C1[C@H]2[C@@H]1[C@H]1CC[C@@H]2C1,6.766,6.763
C1[C@H]2[C@@H]1[C@H]1CC[C@@H]2O1,6.963,6.962
C1[C@H]2[C@@H]1[C@H]1OC[C@@H]2O1,6.881,6.879
C1[C@H]2[C@@H]3C[C@@H](CO3)[N@@]12,6.069,6.062
C1C[C@@H]2C[C@H]1[C@H]1O[C@@H]21,6.614,6.599
C1C[C@@H]2O[C@H]1[C@H]1N[C@@H]21,6.813,6.807
C1C[C@@H]2O[C@H]1[C@H]1O[C@@H]21,6.273,6.265
C1O[C@@H]2C[C@H]1[C@H]1N[C@@H]21,6.547,6.545
C1O[C@@H]2C[C@H]1[C@H]1O[C@@H]21,6.348,6.34
C1O[C@@H]2O[C@H]1[C@H]1N[C@@H]21,6.775,6.77
C1O[C@@H]2O[C@H]1[C@H]1O[C@@H]21,6.248,6.238
C1[C@H]2C[C@@H]3C=C[C@H]2[C@H]13,5.967,4.98
C1[C@H]2O[C@@H]3[C@H]2C=C[C@H]13,5.969,4.912
C1[C@H]2O[C@@H]3C=C[C@H]2[C@H]13,5.763,5.027
C1[C@H]2[C@@H]3CO[C@H]2C[N@]13,6.103,6.1
C1[C@H]2C[C@@H]3CC[C@H]2[C@H]13,7.68,7.677
C1[C@H]2C[C@@H]3CO[C@H]2[C@H]13,6.275,6.273
C1[C@H]2C[C@@H]3OC[C@H]2[C@H]13,6.508,6.506
C1[C@H]2O[C@@H]3CC[C@H]2[C@H]13,6.279,6.277
C1[C@H]2O[C@@H]3CO[C@H]2[C@H]13,5.737,5.735
C1[C@H]2O[C@@H]3OC[C@H]2[C@H]13,6.57,6.569
C1C[C@H]2C[C@@H]3O[C@H]2[C@H]13,6.56,6.556
C1O[C@H]2[C@H]3C[C@@H]1[C@@H]2O3,6.332,6.33
C1O[C@H]2C[C@@H]3O[C@H]2[C@H]13,6.079,6.077
C1=C[C@@H]2[C@H]3C=C[C@@H]2[C@@H]13,4.958,4.165
C1C[C@@H]2[C@H]3C=C[C@@H]2[C@@H]13,5.861,4.528
C1O[C@@H]2[C@H]3C=C[C@@H]2[C@@H]13,5.874,4.556
C1C[C@@H]2[C@H]3CC[C@@H]2[C@@H]13,7.767,7.767
C1C[C@@H]2[C@H]3CO[C@@H]2[C@@H]13,6.275,6.274
C1O[C@@H]2[C@H]3CO[C@@H]2[C@@H]13,5.701,5.7
O=C1[C@H]2[C@H]3C[C@@H]1C[C@@H]23,4.629,4.626
O=C1[C@H]2[C@H]3C[C@@H]1C[N@@]23,4.558,4.558
O=C1[C@H]2[C@H]3C[C@@H]1O[C@@H]23,4.058,4.037
O=C1[C@H]2[C@H]3O[C@@H]1O[C@@H]23,3.694,3.678
C[C@H]1[C@H]2[C@H]3C[C@@H]1C[C@@H]23,7.027,7.026
C[C@H]1[C@H]2[C@H]3C[C@@H]1C[N@@]23,6.578,6.569
C[C@H]1[C@H]2[C@H]3C[C@@H]1O[C@@H]23,5.898,5.897
C[C@H]1[C@H]2[C@H]3O[C@@H]1O[C@@H]23,5.733,5.73
C[C@H]1[C@H]2C[C@@H]3[C@H](C2)[N@]13,6.506,6.5
O[C@H]1[C@H]2[C@H]3C[C@@H]1C[C@@H]23,6.857,6.851
O[C@H]1[C@H]2[C@H]3C[C@@H]1C[N@@]23,6.558,6.55
O[C@H]1[C@H]2[C@H]3C[C@@H]1O[C@@H]23,5.835,5.834
O[C@H]1[C@H]2[C@H]3O[C@@H]1O[C@@H]23,5.615,5.613
C1[C@H]2[C@H]3C[C@@H]1C=C[C@@H]23,5.772,4.899
C1[C@H]2[C@H]3O[C@@H]1C=C[C@@H]23,5.234,4.702
O1[C@H]2[C@H]3O[C@@H]1C=C[C@@H]23,5.031,4.886
C1[C@H]2[C@H]3C[C@@H]1CC[C@@H]23,6.872,6.871
C1[C@H]2[C@H]3C[C@@H]1CO[C@@H]23,5.638,5.637
C1[C@H]2[C@H]3C[C@@H]1OC[C@@H]23,6.256,6.255
C1[C@H]2[C@H]3CC[C@@H]1O[C@@H]23,5.655,5.654
C1[C@H]2[C@H]3CO[C@@H]1C[N@@]23,5.863,5.86
C1[C@H]2[C@H]3CO[C@@H]1O[C@@H]23,5.847,5.847
C1[C@H]2[C@H]3O[C@@H]1CO[C@@H]23,5.411,5.41
C1C[C@H]2O[C@H]3[C@@H]1[C@H]3O2,5.311,5.308
C1N[C@@H]2[C@@H]3O[C@H]1O[C@H]23,4.744,4.74
C1O[C@@H]2[C@@H]3O[C@H]1O[C@H]23,5.313,5.309
N=C1[C@H]2O[C@H]2[C@H]2CN12,4.635,4.577
O=C1[C@H]2C[C@H]2[C@H]2C[C@@H]12,4.455,4.45
O=C1[C@H]2C[C@H]2[C@H]2CN12,4.508,4.421
O=C1[C@H]2C[C@H]2[C@H]2N[C@@H]12,4.354,4.349
O=C1[C@H]2C[C@H]2[C@H]2O[C@@H]12,4.069,4.059
O=C1[C@H]2C[C@H]2[N@]2C[C@@H]12,4.476,4.477
O=C1[C@H]2N[C@H]2[C@H]2CN12,4.303,4.182
O=C1[C@H]2N[C@H]2[C@H]2N[C@@H]12,4.176,4.163
O=C1[C@H]2N[C@H]2[C@H]2O[C@@H]12,3.962,3.953
O=C1[C@H]2O[C@H]2[C@H]2CN12,4.256,4.208
O=C1[C@H]2O[C@H]2[C@H]2O[C@@H]12,3.792,3.785
O=C1N2C[C@H]2[C@H]2CN12,4.905,4.861
C[C@H]1[C@H]2C[C@H]2[C@H]2C[C@@H]12,6.538,6.536
C[C@H]1[C@H]2C[C@H]2[C@H]2O[C@@H]12,6.697,6.689
C[C@H]1[C@H]2N[C@H]2[C@H]2C[N@@]12,5.888,5.882
C[C@H]1[C@H]2N[C@H]2[C@H]2N[C@@H]12,6.178,6.174
C[C@H]1[C@H]2N[C@H]2[C@H]2O[C@@H]12,6.358,6.353
C[C@H]1[C@H]2O[C@H]2[C@H]2C[N@@]12,5.991,5.983
C[C@H]1[C@H]2O[C@H]2[C@H]2O[C@@H]12,6.551,6.538
O[C@H]1[C@H]2C[C@H]2[C@H]2C[C@@H]12,6.52,6.518
O[C@H]1[C@H]2C[C@H]2[C@H]2N[C@@H]12,6.228,6.224
O[C@H]1[C@H]2C[C@H]2[C@H]2O[C@@H]12,6.639,6.63
O[C@H]1[C@H]2C[C@H]2[N@]2C[C@@H]12,6.377,6.366
O[C@H]1[C@H]2N[C@H]2[C@H]2N[C@@H]12,6.067,6.062
O[C@H]1[C@H]2N[C@H]2[C@H]2O[C@@H]12,6.275,6.27
O[C@H]1[C@H]2O[C@H]2[C@H]2O[C@@H]12,6.314,6.305
N=C1O[C@H]2[C@H]3C[C@H]3[C@@H]12,6.356,6.011
N=C1O[C@H]2[C@H]3C[N@]3[C@@H]12,5.862,5.864
N=C1O[C@H]2[C@H]3N[C@H]3[C@@H]12,6.104,5.993
N=C1O[C@H]2[C@H]3O[C@H]3[C@@H]12,5.904,5.904
O=C1C[C@H]2[C@@H]1[C@H]1C[N@@]21,4.224,4.215
O=C1C[C@H]2[C@H]3C[C@H]3[C@@H]12,4.148,4.141
O=C1C[C@H]2[C@H]3C[C@H]3N12,4.246,4.128
O=C1C[C@H]2[C@H]3C[N@]3[C@@H]12,4.091,4.08
O=C1C[C@H]2[C@H]3N[C@H]3[C@@H]12,4.172,4.162
O=C1C[C@H]2[C@H]3O[C@H]3[C@@H]12,4.232,4.221
O=C1C[N@]2[C@H]3C[C@H]3[C@@H]12,4.149,4.137
O=C1N[C@H]2[C@H]3C[C@H]3[C@@H]12,5.804,5.537
O=C1N[C@H]2[C@H]3C[N@]3[C@@H]12,5.377,5.265
O=C1N[C@H]2[C@H]3N[C@H]3[C@@H]12,5.669,5.605
O=C1N[C@H]2[C@H]3O[C@H]3[C@@H]12,5.471,5.369
O=C1O[C@H]2[C@H]3C[C@H]3[C@@H]12,5.782,5.78
O=C1O[C@H]2[C@H]3C[N@]3[C@@H]12,5.742,5.735
O=C1O[C@H]2[C@H]3N[C@H]3[C@@H]12,5.597,5.589
O=C1O[C@H]2[C@H]3O[C@H]3[C@@H]12,5.898,5.896
C[C@H]1C[C@H]2[C@H]3C[C@H]3[C@@H]12,6.204,6.202
C[C@H]1C[C@H]2[C@H]3O[C@H]3[C@@H]12,6.278,6.273
C[C@H]1O[C@H]2[C@H]3C[C@H]3[C@@H]12,6.297,6.295
C[C@H]1O[C@H]2[C@H]3C[N@]3[C@@H]12,6.37,6.361
C[C@H]1O[C@H]2[C@H]3N[C@H]3[C@@H]12,6.478,6.474
C[C@H]1O[C@H]2[C@H]3O[C@H]3[C@@H]12,6.238,6.232
O[C@H]1C[C@H]2[C@@H]1[C@H]1C[N@@]21,6.224,6.216
O[C@H]1C[C@H]2[C@H]3C[C@H]3[C@@H]12,6.212,6.211
O[C@H]1C[C@H]2[C@H]3C[N@]3[C@@H]12,6.276,6.269
O[C@H]1C[C@H]2[C@H]3N[C@H]3[C@@H]12,5.688,5.672
O[C@H]1C[C@H]2[C@H]3O[C@H]3[C@@H]12,6.133,6.128
O[C@H]1C[N@]2[C@H]3C[C@H]3[C@@H]12,6.186,6.178
C1[C@H]2C=C[C@H]3C[C@H]3[C@@H]12,5.935,4.91
C1[C@H]2C=C[C@H]3N[C@H]3[C@@H]12,5.816,4.891
C1[C@H]2C=C[C@H]3O[C@H]3[C@@H]12,6.038,4.941
N1[C@H]2C=C[C@H]3N[C@H]3[C@@H]12,5.885,4.895
N1[C@H]2C=C[C@H]3O[C@H]3[C@@H]12,5.754,5.004
O1[C@H]2C=C[C@H]3O[C@H]3[C@@H]12,6.427,5.074
C1[C@H]2[C@H]3N[C@H]3CC[N@@]12,6.186,6.174
C1[C@H]2[C@H]3O[C@H]3CC[N@@]12,6.228,6.215
C1[C@H]2CC[C@H]3C[C@H]3[C@@H]12,6.562,6.56
C1[C@H]2CC[C@H]3O[C@H]3[C@@H]12,6.773,6.771
C1[C@H]2CO[C@H]3C[C@H]3[C@@H]12,5.732,5.731
C1[C@H]2OC[C@H]3C[N@]3[C@@H]12,5.917,5.908
C1[C@H]2OC[C@H]3N[C@H]3[C@@H]12,6.254,6.251
C1[C@H]2OC[C@H]3O[C@H]3[C@@H]12,6.493,6.483
C1C[C@H]2N[C@H]2[C@H]2N[C@@H]12,6.211,6.208
C1C[C@H]2O[C@H]2[C@H]2N[C@@H]12,6.326,6.321
C1C[C@H]2O[C@H]2[C@H]2O[C@@H]12,6.677,6.659
C1[C@H]2[C@@H]1[C]1[CH]CC[C@@H]21,5.853,4.526
C1[C@H]2[C@@H]1[C]1[CH]CO[C@@H]21,5.456,4.273
C1[C@H]2[C@H]3CC[N][C]3[N@@]12,4.529,4.402
C1C[C@H]2[C@H]3N[C@H]3[C]2[CH]1,6.07,4.424
C1C[C@H]2[C@H]3O[C@H]3[C]2[CH]1,5.67,4.404
C1O[C@H]2[C@H]3N[C@H]3[C]2[CH]1,4.851,4.131
C1O[C@H]2[C@H]3O[C@H]3[C]2[CH]1,4.851,4.104
C1[C@H]2[C@@H]1[C@H]1C=CC[C@@H]21,5.795,5.21
C1[C@H]2[C@@H]1[C@H]1N=CO[C@@H]21,6.142,5.664
C1C=C[C@H]2[C@H]3O[C@H]3[C@@H]12,5.64,5.218
N1[C@H]2[C@@H]1[C@H]1N=CO[C@@H]21,6.09,5.687
O1[C@H]2[C@@H]1[C@H]1N=CO[C@@H]21,6.133,5.733
C1[C@H]2[C@@H]1[C@H]1CCC[C@@H]21,6.541,6.54
C1[C@H]2[C@@H]1[C@H]1COC[C@@H]21,6.404,6.401
C1[C@H]2[C@@H]1[C@H]1OCC[C@@H]21,6.523,6.518
C1[C@H]2[C@@H]1[C@H]1OCO[C@@H]21,6.567,6.56
C1[C@H]2[C@H]3COC[C@H]3[N@@]12,6.465,6.457
C1[C@H]2[C@H]3OCC[C@H]3[N@@]12,6.49,6.477
C1C[C@H]2[C@H]3N[C@H]3[C@H]2O1,5.759,5.745
C1C[C@H]2[C@H]3O[C@H]3[C@H]2C1,6.317,6.312
C1C[C@H]2[C@H]3O[C@H]3[C@H]2O1,5.913,5.906
C1O[C@H]2[C@H]3N[C@H]3[C@H]2O1,5.598,5.583
C1O[C@H]2[C@H]3O[C@H]3[C@H]2O1,5.659,5.652
C1OC[C@H]2[C@H]3N[C@H]3[C@@H]12,5.697,5.682
C1OC[C@H]2[C@H]3O[C@H]3[C@@H]12,6.211,6.204
C[C@H]1[C@H]2[C@H]3N[C@H]3C[N@@]12,5.763,5.756
C[C@H]1[C@H]2[C@H]3O[C@H]3C[N@@]12,5.915,5.907
C[C@H]1[C@H]2C[C@H]3C[C@H]3[C@@H]12,6.41,6.409
C[C@H]1[C@H]2C[C@H]3O[C@H]3[C@@H]12,6.584,6.577
C[C@H]1[C@H]2O[C@H]3C[C@H]3[C@@H]12,6.035,6.032
CN1[C@H]2C[C@H]3N[C@H]3[C@@H]12,5.985,5.961
CN1[C@H]2C[C@H]3O[C@H]3[C@@H]12,5.727,5.716
O[C@H]1[C@H]2C[C@H]3C[C@H]3[C@@H]12,6.283,6.278
O[C@H]1[C@H]2C[C@H]3C[N@]3[C@@H]12,6.194,6.188
O[C@H]1[C@H]2C[C@H]3N[C@H]3[C@@H]12,6.029,6.026
O[C@H]1[C@H]2C[C@H]3O[C@H]3[C@@H]12,5.986,5.984
O[C@H]1[C@H]2C[N@]3C[C@H]3[C@@H]12,6.005,5.999
O[C@H]1[C@H]2O[C@H]3C[C@H]3[C@@H]12,5.782,5.777
C#C[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.291,5.288
C#C[C@H]1[C@H]2[C@H]3C[C@H]3[N@@]12,5.599,5.593
C#C[C@H]1[C@H]2[C@H]3C[N@]3[C@@H]12,5.683,5.677
C#C[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.553,5.55
C#C[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,5.544,5.537
N#C[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.332,5.328
N#C[C@H]1[C@H]2[C@H]3C[C@H]3[N@@]12,5.612,5.604
N#C[C@H]1[C@H]2[C@H]3C[N@]3[C@@H]12,5.729,5.722
N#C[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.613,5.61
N#C[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,5.686,5.678
O=C[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,4.06,4.038
O=C[C@H]1[C@H]2[C@H]3C[C@H]3[N@@]12,4.217,4.192
O=C[C@H]1[C@H]2[C@H]3C[N@]3[C@@H]12,4.02,4.012
O=C[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,3.949,3.913
O=C[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,4.509,4.507
O=CN1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.582,5.401
O=CN1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.361,5.303
O=CN1[C@H]2[C@H]3O[C@H]3[C@@H]12,4.953,4.868
CC[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.252,5.25
CC[C@H]1[C@H]2[C@H]3C[C@H]3[N@@]12,5.625,5.622
CC[C@H]1[C@H]2[C@H]3C[N@]3[C@@H]12,5.633,5.63
CC[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.552,5.55
CC[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,5.57,5.565
CCN1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.128,5.117
CCN1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.0,4.984
CCN1[C@H]2[C@H]3O[C@H]3[C@@H]12,5.33,5.312
CO[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.268,5.266
CO[C@H]1[C@H]2[C@H]3C[N@]3[C@@H]12,5.68,5.676
CO[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.526,5.524
CO[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,5.447,5.443
OC[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.238,5.237
OC[C@H]1[C@H]2[C@H]3C[C@H]3[N@@]12,5.605,5.6
OC[C@H]1[C@H]2[C@H]3C[N@]3[C@@H]12,5.631,5.626
OC[C@H]1[C@H]2[C@H]3N[C@H]3[C@@H]12,5.526,5.524
OC[C@H]1[C@H]2[C@H]3O[C@H]3[C@@H]12,5.61,5.606
C1[C@H]2[CH][C]3CC[C@H]3[C@@H]12,5.59,4.304
C1[C@H]2[CH][C]3CO[C@H]3[C@@H]12,5.334,4.035
C1[C@H]2N=C3OC[C@H]3[C@@H]12,4.757,4.346
C1C[C]2[CH][C@H]3N[C@H]3[C@@H]12,5.586,4.282
C1C[C]2[CH][C@H]3O[C@H]3[C@@H]12,5.409,4.299
C1O[C@H]2[C@H]3N[C@H]3[CH][C]12,5.445,4.036
C1O[C@H]2[C@H]3O[C@H]3[CH][C]12,4.989,4.091
C1[C@H]2[C@H]3CO[C@H]3C[N@@]12,6.291,6.279
C1[C@H]2[C@H]3OC[C@H]3C[N@@]12,6.455,6.443
C1[C@H]2C[C@H]3CC[C@H]3[C@@H]12,7.082,7.08
C1[C@H]2C[C@H]3CO[C@H]3[C@@H]12,6.858,6.852
C1[C@H]2C[C@H]3OC[C@H]3[C@@H]12,6.789,6.78
C1[C@H]2C[C@H]3OC[C@H]3[N@@]12,6.281,6.271
C1[C@H]2O[C@H]3CC[C@H]3[C@@H]12,6.036,6.033
C1[C@H]2O[C@H]3CO[C@H]3[C@@H]12,6.155,6.151
C1C[C@H]2[C@H]3O[C@H]3C[C@@H]12,6.607,6.595
C1C[N@]2C[C@H]3O[C@H]3[C@@H]12,5.635,5.628
C1O[C@H]2[C@H]3N[C@H]3C[C@@H]12,6.442,6.435
C1O[C@H]2[C@H]3O[C@H]3C[C@@H]12,6.227,6.217
C1O[C@H]2C[C@H]3N[C@H]3[C@@H]12,6.333,6.328
C1O[C@H]2C[C@H]3O[C@H]3[C@@H]12,6.482,6.473
N=C1OC[C@H]1C1CC1,6.367,6.01
N=C1OC[C@H]1[C@H]1CN1,6.39,6.033
N=C1OC[C@H]1[C@H]1CO1,6.034,6.003
N=C1OC[C@H]1N1CC1,6.223,6.025
O=C1CC[C@H]1C1CC1,4.142,4.134
O=C1CC[C@H]1[C@H]1CN1,4.158,4.15
O=C1CC[C@H]1[C@H]1CO1,4.164,4.154
O=C1CC[C@H]1N1CC1,4.112,4.103
O=C1CCN1C1CC1,5.396,4.89
O=C1CN[C@H]1C1CC1,4.115,4.107
O=C1CN[C@H]1[C@H]1CN1,4.117,4.108
O=C1CN[C@H]1[C@H]1CO1,4.147,4.144
O=C1CO[C@H]1C1CC1,4.133,4.121
O=C1CO[C@H]1[C@H]1CN1,4.197,4.186
O=C1CO[C@H]1[C@H]1CO1,4.212,4.202
O=C1NC[C@H]1C1CC1,5.957,5.609
O=C1NC[C@H]1[C@H]1CN1,5.935,5.599
O=C1NC[C@H]1[C@H]1CO1,5.798,5.653
O=C1NC[C@H]1N1CC1,5.883,5.625
O=C1OC[C@H]1C1CC1,5.842,5.839
O=C1OC[C@H]1[C@H]1CN1,5.847,5.843
O=C1OC[C@H]1[C@H]1CO1,5.924,5.922
O=C1OC[C@H]1N1CC1,5.334,5.32
C[C@H]1CC[C@H]1C1CC1,7.439,7.437
C[C@H]1CC[C@H]1[C@H]1CO1,7.063,7.057
C[C@H]1CC[C@H]1N1CC1,6.085,6.06
C[C@H]1CO[C@H]1C1CC1,6.917,6.91
C[C@H]1CO[C@H]1[C@H]1CN1,6.614,6.606
C[C@H]1CO[C@H]1[C@H]1CO1,6.651,6.637
C[C@H]1OC[C@H]1C1CC1,6.957,6.949
C[C@H]1OC[C@H]1[C@H]1CO1,6.832,6.826
C[C@H]1OC[C@H]1N1CC1,6.135,6.108
O[C@H]1CC[C@H]1C1CC1,6.907,6.898
O[C@H]1CC[C@H]1[C@H]1CO1,6.909,6.901
O[C@H]1CC[C@H]1N1CC1,6.125,6.098
O[C@H]1CO[C@H]1C1CC1,6.718,6.711
O[C@H]1CO[C@H]1[C@H]1CN1,6.666,6.656
O[C@H]1CO[C@H]1[C@H]1CO1,6.736,6.729
C#C[C@H]1C[C@H]1C1CC1,6.677,6.676
C#C[C@H]1C[C@H]1N1CC1,6.21,6.181
C#C[C@H]1C[N@]1C1CC1,6.234,6.214
C#C[C@H]1N[C@H]1C1CC1,6.431,6.424
C#C[C@H]1N[C@H]1[C@H]1CN1,6.432,6.422
C#C[C@H]1O[C@H]1C1CC1,6.815,6.809
C#C[C@H]1O[C@H]1[C@H]1CN1,6.534,6.524
C#C[C@H]1O[C@H]1[C@H]1CO1,6.889,6.882
N#C[C@H]1C[C@H]1C1CC1,6.93,6.928
N#C[C@H]1C[C@H]1[C@H]1CN1,6.503,6.494
N#C[C@H]1C[C@H]1[C@H]1CO1,6.973,6.972
N#C[C@H]1C[C@H]1N1CC1,6.216,6.183
N#C[C@H]1C[N@]1C1CC1,6.26,6.246
N#C[C@H]1N[C@H]1C1CC1,6.531,6.523
N#C[C@H]1N[C@H]1[C@H]1CN1,6.352,6.345
N#C[C@H]1O[C@H]1C1CC1,6.964,6.956
N#C[C@H]1O[C@H]1[C@H]1CO1,6.587,6.569
O=C[C@H]1C[C@H]1C1CC1,4.292,4.308
O=C[C@H]1C[C@H]1[C@H]1CO1,4.469,4.466
O=C[C@H]1C[C@H]1N1CC1,4.477,4.483
O=C[C@H]1C[N@]1C1CC1,3.89,3.878
O=C[C@H]1N[C@H]1C1CC1,4.46,4.452
O=C[C@H]1N[C@H]1[C@H]1CO1,4.416,4.419
O=C[C@H]1O[C@H]1C1CC1,4.358,4.358
O=C[C@H]1O[C@H]1[C@H]1CN1,4.368,4.366
O=C[C@H]1O[C@H]1[C@H]1CO1,4.41,4.402
O=CN1C[C@H]1C1CC1,5.374,5.211
O=CN1C[C@H]1[C@H]1CO1,5.336,5.197
CC[C@H]1C[C@H]1C1CC1,6.911,6.91
CC[C@H]1C[C@H]1N1CC1,6.205,6.182
CC[C@H]1C[N@]1C1CC1,5.848,5.831
CC[C@H]1N[C@H]1[C@H]1CN1,6.346,6.338
CC[C@H]1O[C@H]1C1CC1,7.075,7.065
CC[C@H]1O[C@H]1[C@H]1CO1,6.949,6.941
CCN1C[C@H]1C1CC1,6.264,6.236
CO[C@H]1C[C@H]1C1CC1,6.319,6.316
CO[C@H]1C[C@H]1[C@H]1CO1,6.371,6.366
CO[C@H]1C[C@H]1N1CC1,5.9,5.88
OC[C@H]1C[C@H]1C1CC1,6.923,6.92
OC[C@H]1C[C@H]1[C@H]1CO1,6.822,6.816
OC[C@H]1C[C@H]1N1CC1,6.218,6.193
OC[C@H]1C[N@]1C1CC1,5.802,5.787
OC[C@H]1N[C@H]1C1CC1,6.495,6.49
OC[C@H]1N[C@H]1[C@H]1CN1,6.501,6.495
OC[C@H]1N[C@H]1[C@H]1CO1,6.432,6.425
OC[C@H]1O[C@H]1C1CC1,7.018,7.005
OC[C@H]1O[C@H]1[C@H]1CN1,6.637,6.607
OC[C@H]1O[C@H]1[C@H]1CO1,7.009,7.003
C1CC1C1=CCCC1,5.773,4.771
C1CC1C1=CCOC1,5.723,4.658
C1CC1C1=NCCO1,6.271,5.391
C1CN1C1=NCCO1,5.833,5.332
C1N[C@H]1C1=CCCC1,5.576,4.717
C1N[C@H]1C1=CCOC1,5.634,4.589
C1N[C@H]1C1=NCCO1,5.847,5.285
C1O[C@H]1C1=CCCC1,5.633,4.855
C1O[C@H]1C1=CCOC1,5.64,4.682
C1O[C@H]1[C]1[N]CCN1,4.831,4.299
C1O[C@H]1C1=NCCO1,6.191,5.366
C1CC1[C@H]1CC=CC1,6.353,5.242
C1CC1[C@H]1CN=CO1,6.603,5.769
C1CN1[C@H]1CC=CC1,6.111,5.252
C1N[C@H]1[C@H]1CN=CO1,6.454,5.809
C1O[C@H]1[C@H]1CC=CC1,6.302,5.252
C1O[C@H]1[C@H]1CN=CO1,6.429,5.817
C1CC1[C@H]1CCC=C1,5.89,5.276
C1CC1[C@H]1COC=N1,6.227,5.796
